---,ra,dec,dist,mag,spect,ci,x,y,z,lum,proper,hip,bf,gl
410,7.647186,-26.803837,106.269897,3.8,B5IV,-0.159,-39.647243,86.168419,-47.921158,297.029785,,37229,,
414,4.592512,-30.562342,65.573799,3.81,G8III,0.957,20.338211,52.673931,-33.342655,112.098549,,21393,52Ups2Eri,
415,10.464649,-58.739403,411.522614,3.81,F2II,0.317,-196.53154,83.545341,-351.776123,4413.671387,,51232,,
418,2.034117,2.763759,46.168098,3.82,A2,0.024,39.728779,23.413015,2.226137,55.055408,,9487,113Alp Psc,
419,9.314069,36.802597,38.270199,3.82,A1V,0.066,-23.374361,19.815176,22.926165,37.809418,,45688,38    Lyn,
420,11.523407,69.331078,102.144997,3.82,M0IIIvar,1.613,-35.773586,4.486959,95.570557,269.401489,,56211,1Lam Dra,
423,10.434842,-16.83629,71.787498,3.83,K4III,1.456,-63.022701,27.373482,-20.792498,131.825668,,51069,42Mu  Hya,
426,3.736593,-64.8069,29.859699,3.84,K0IV SB,1.133,7.098485,10.543736,-27.019808,22.594358,,17440,Bet Ret,Gl 154.2
427,3.738648,32.288246,343.642609,3.84,B1III,0.022,162.113525,241.065994,183.566742,2995.021973,,17448,38Omi Per,
428,4.476248,15.962181,47.326099,3.84,G7III,0.952,17.673807,41.929016,13.014908,56.806759,,20885,77The1Tau,
429,8.917457,-60.644608,98.0392,3.84,B8III,-0.104,-33.242229,34.710991,-85.450745,243.668839,,43783,,
430,10.546853,9.306586,100000,3.84,B1Ib SB,-0.148,-91628.21875,36643.48047,16171.72461,253512864,,51624,47Rho Leo,
431,10.621717,-48.22562,26.8384,3.84,A3m+...,0.3,-16.728401,6.3126,-20.015507,18.264172,,51986,,
436,4.233363,-42.294369,35.260899,3.85,K1III,1.085,11.637776,23.342255,-23.728596,31.217634,,19747,Alp Hor,
437,5.788079,-51.066513,19.4401,3.85,A3V,0.171,0.677437,12.19782,-15.122127,9.488553,,27321,Bet Pic,Gl 219
438,6.368564,-33.436401,71.736,3.85,G7II,0.858,-5.767253,59.585068,-39.527309,129.300446,,30277,Del Col,
439,10.245607,-42.121941,31.075199,3.85,A2V,0.051,-20.660362,10.218175,-20.84251,24.254929,,50191,,
445,0.945885,38.499344,39.777199,3.86,A5V,0.13,30.180674,7.630372,24.761578,39.373135,,4436,37Mu  And,
446,4.63634,-14.30402,33.6814,3.86,K1III,1.082,11.405856,30.579706,-8.321655,28.235794,,21594,53    Eri,Wo 9160A
447,5.520209,-35.47052,80.710297,3.86,K1II/III,1.13,8.234768,65.213715,-46.834869,162.181015,,25859,Eps Col,
452,3.763779,24.367748,117.508797,3.87,B8III,-0.063,59.147179,89.215057,48.483189,340.408203,,17573,20    Tau,
453,8.767124,-46.041527,568.181824,3.87,A1III,0.015,-261.370056,295.353943,-409.001892,7957.927734,,43023,,
458,0.156836,-45.747425,44.208698,3.88,K0III,1.013,30.823771,1.266396,-31.665333,47.774925,,765,Eps Phe,Gl 9.1
459,1.89217,19.293852,50.3018,3.88,A1p Si,-0.047,41.76965,22.568336,16.620371,61.830109,,8832,5Gam2Ari,
460,9.879398,26.00695,38.0518,3.88,K0III,1.222,-29.062466,18.025881,16.685015,35.383434,,48455,24Mu  Leo,
463,2.940458,-8.898144,41.858501,3.89,K1III-IV,1.088,29.694338,28.782724,-6.474577,42.422867,,13701,3Eta Eri,
464,6.902209,-24.184212,100000,3.89,K3Iab,1.74,-21346.95313,88690.46875,-40967.16797,242102912,,33152,16Omi1CMa,
465,9.239405,2.31428,34.794701,3.89,B9.5V,-0.06,-26.074955,22.99538,1.405035,29.322433,,45336,22The Hya,
468,9.664267,-1.14281,80.710297,3.9,K3IIIvar,1.313,-66.071938,46.325951,-1.609728,156.314758,,47431,35Iot Hya,
469,11.350117,-54.49102,109.649101,3.9,B5Vn,-0.157,-62.768013,10.783606,-89.257118,288.403137,,55425,Pi  Cen,
471,4.052606,5.989305,35.855099,3.91,A1V,0.032,17.402678,31.124498,3.741217,30.563282,,18907,38Nu  Tau,
472,8.427676,-3.906424,37.509399,3.91,A0V,-0.012,-22.21508,30.115145,-2.555415,33.450298,,41307,,
480,0.436716,-43.679829,23.8095,3.93,A7V,0.175,17.106924,1.964466,-16.443575,13.231223,,2072,Kap Phe,Gl 20
481,1.520851,-49.072701,43.573002,3.93,K0III-IV,0.972,26.311781,11.067445,-32.921162,44.299622,,7083,Del Phe,
482,2.904295,52.762478,77.942299,3.93,G4III...,0.758,34.1754,32.504345,62.052513,141.775116,,13531,18Tau Per,
483,4.605317,-3.352459,207.039307,3.93,B2III SB,-0.21,73.800652,193.060104,-12.107266,1000,,21444,48Nu  Eri,
484,7.697004,-72.606094,43.233898,3.93,K0III,1.033,-5.555002,11.669749,-41.257317,43.611397,,37504,Zet Vol,
485,11.143165,-58.975037,100000,3.93,G0Ia0,1.225,-50249.82422,11464.94922,-85694.28125,233345808,,54463,,
488,1.139742,-55.245762,91.575104,3.94,B6V + B0V,-0.12,49.896435,15.346501,-75.238647,193.909912,,5348,Zet Phe,
489,7.687454,-9.551131,45.310398,3.94,K0III,1.022,-19.103697,40.392647,-7.518267,47.467899,,37447,26Alp Mon,
490,7.73013,-28.954826,100000,3.94,A2Iab,0.16,-38291.58594,78676.76563,-48411.98828,231206480,,37677,3    Pup,
491,8.74475,18.154308,40.032001,3.94,K0III,1.083,-25.041777,28.63397,12.473108,37.051006,,42911,47Del Cnc,
493,2.057268,72.421295,48.169601,3.95,A2V,-0.002,12.488444,7.46198,45.920101,53.161839,,9598,50    Cas,
494,6.611399,-19.255878,19.751101,3.95,K1III+...,1.037,-2.971851,18.40781,-6.513678,8.93717,,31592,7Nu 2CMa,Gl 239.1
496,4.144357,47.712513,146.198807,3.96,B3Ve,-0.025,45.93103,86.988503,108.154671,485.288513,,19343,48    Per,
497,5.985778,-42.815136,144.717804,3.96,K0III,1.146,0.395224,106.157166,-98.3554,475.554169,,28328,Eta Col,
498,9.010685,41.782909,16.069401,3.96,F5V,0.463,-8.496677,8.449391,10.707365,5.861382,,44248,,Gl 332A
499,9.187985,-62.316978,166.389404,3.96,B3IV,-0.18,-57.282909,51.905155,-147.34317,628.637085,,45101,,
504,4.400613,-34.016846,90.8265,3.97,K4III,1.468,30.609598,68.780128,-50.81179,185.523956,,20535,43    Eri,
505,5.858166,39.148479,70.621498,3.97,K0III,1.132,2.033173,54.730171,44.585686,112.201843,,27673,32Nu  Aur,
506,7.280508,-67.957153,226.244293,3.97,F6II,0.76,-27.934551,80.182854,-209.706818,1151.330444,,35228,Del Vol,
507,8.668373,-35.308353,127.551003,3.97,G5II/III,0.936,-66.942299,79.706383,-73.721428,365.763184,,42515,Bet Pyx,
513,3.98275,35.791035,381.679413,3.98,O7.5Iab:,0.016,156.010147,267.421204,223.218201,3244.890137,,18614,46Xi  Per,
515,2.000084,-21.077831,89.766602,3.99,K5/M0III,1.554,72.537971,41.881981,-32.28334,177.991806,,9347,59Ups Cet,
516,6.247592,-6.274776,152.671799,3.99,K3III,1.319,-9.829941,151.438431,-16.686522,514.754333,,29651,5Gam Mon,
517,10.406592,-74.031609,16.2232,3.99,F2IV,0.369,-4.080371,1.808276,-15.597165,5.812996,,50954,,Gl 391
520,9.040777,-66.396072,38.2995,4,Am,0.145,-10.959043,10.727523,-35.095234,32.092239,,44382,Alp Vol,Gl 333.3
521,11.398736,10.529509,23.6742,4,F2IV SB,0.423,-22.987696,3.648687,4.326252,12.257446,,55642,78Iot Leo,
523,1.727675,50.688732,220.264297,4.01,B2Vpe,-0.098,125.512405,60.986584,170.421936,1051.961914,,8068,Phi Per,
524,4.758375,-3.254657,160,4.01,B5IV,-0.148,51.015594,151.37674,-9.083835,555.13678,,22109,57Mu  Eri,
525,7.068481,20.570297,421.940887,4.01,G3Ibv SB,0.899,-109.06781,379.683868,148.251633,3858.335693,,34088,43Zet Gem,
526,7.246849,-26.772667,279.32959,4.01,B2IV/Ve,-0.15,-79.967598,236.217087,-125.824593,1691.998657,,35037,28Ome CMa,
532,8.842204,-27.709845,63.5728,4.02,K3III,1.272,-38.119846,41.407112,-29.561085,86.776077,,43409,Gam Pyx,
536,2.288573,33.847195,34.435299,4.03,A1Vnn,0.019,23.617958,16.128368,19.179838,25.234808,,10670,9Gam Tri,
537,5.05697,60.442245,267.3797,4.03,G0Ib,0.921,32.233955,127.899193,232.582596,1521.948608,,23522,10Bet Cam,
538,8.778284,28.759897,101.522797,4.03,G8Iab:,1.007,-59.175262,66.476982,48.846771,219.3815,,43103,48Iot Cnc,
543,4.197761,-6.837581,37.3134,4.04,F2II-III,0.327,16.838837,33.000244,-4.442368,29.349453,,19587,38Omi1Eri,
544,11.764322,6.529376,90.090103,4.04,M0III,1.501,-89.335884,5.519063,10.244433,171.080292,,57380,3Nu  Vir,
547,3.151005,49.613277,10.5407,4.05,G0V,0.595,4.634786,5.016825,8.029067,2.320598,,14632,Iot Per,Gl 124
548,8.308703,-76.919724,19.5618,4.05,F5III,0.413,-2.515914,3.642744,-19.054132,7.99466,,40702,Alp Cha,Gl 305
549,8.739987,-42.649277,70.1754,4.05,G5III,0.874,-33.930286,38.895321,-47.544434,102.896355,,42884,,Gl 321.1
550,11.352276,6.029322,67.476402,4.05,B9.5Vs,-0.058,-66.140625,11.324464,7.087542,95.148071,,55434,77Sig Leo,
555,4.939521,13.514466,57.012501,4.06,K2III,1.158,15.193314,53.311153,13.323302,67.297668,,22957,9Omi2Ori,
556,7.598708,26.895741,83.056503,4.06,K5III,1.54,-30.104979,67.67852,37.572052,142.823608,,36962,69Ups Gem,
557,11.414702,-17.68401,25.239799,4.06,A9V,0.216,-23.765377,3.670362,-7.667025,13.182568,,55705,15Gam Crt,
566,0.788981,24.267178,58.004601,4.08,K1II,1.1,51.755024,10.844894,23.83935,68.35968,,3693,34Zet And,
567,2.362498,-68.659416,42.826599,4.08,A3V,0.034,12.697968,9.036411,-39.890186,37.290653,,11001,Del Hyi,Gl 97.1
568,2.658044,0.328511,199.203201,4.08,B2IV,-0.212,152.884766,127.698502,1.142144,806.120544,,12387,82Del Cet,
569,3.039863,-23.624472,27.173901,4.08,A4V,0.163,17.41976,17.787178,-10.889644,15.010668,,14146,11Tau3Eri,Gl 121
570,6.903167,-12.038628,79.936096,4.08,K4III,1.418,-18.313513,76.003685,-16.672541,129.897263,,33160,14The CMa,
571,9.574071,-59.229752,406.504089,4.08,B5II,-0.013,-167.414551,123.378853,-349.278931,3357.376221,,46974,,
572,10.996244,-18.298782,48.804298,4.08,K1III,1.079,-44.746056,12.036889,-15.32333,48.394943,,53740,7Alp Crt,
576,5.615108,9.290673,36.023102,4.09,G8III-IV,0.951,3.576264,35.37109,5.815826,26.133646,,26366,40Phi2Ori,
578,1.613299,41.40546,13.4916,4.1,F8V,0.536,9.229933,4.147969,8.92295,3.63078,,7513,50Ups And,Gl 61
579,2.736634,49.228447,11.1272,4.1,F7V,0.514,5.480091,4.772164,8.42701,2.470586,,12777,13The Per,Gl 107A
580,7.820638,-46.373203,505.050507,4.1,B0III,-0.16,-159.874466,309.624298,-365.580597,5090.963867,,38164,,
583,2.677781,-39.855373,46.1894,4.11,K0III,1.006,27.095858,22.870882,-29.600515,42.189075,,12486,Iot Eri,
584,7.062637,-15.633286,135.501404,4.11,B8II,-0.112,-35.835278,125.471916,-36.514904,363.078064,,34045,23Gam CMa,
585,8.627399,-42.989082,558.65918,4.11,A6II,0.109,-259.443207,315.728058,-380.92691,6171.631836,,42312,,
586,9.85797,-14.846603,80.906097,4.11,G6/G8III,0.918,-66.227036,41.593189,-20.730703,129.419586,,48356,39Ups1Hya,
587,10.591166,-78.607788,128.041,4.11,M0III,1.58,-23.590237,9.118277,-125.51815,324.190277,,51839,Gam Cha,
588,11.775232,-61.178398,119.474297,4.11,G0II,0.895,-57.496944,3.387322,-104.674393,282.097992,,57439,,
592,2.659799,-68.266945,46.554901,4.12,B9III,-0.061,13.225285,11.057012,-43.245785,42.461956,,12394,Eps Hyi,
593,4.248295,48.409332,276.243103,4.12,G0Ib...,0.935,81.176514,164.424622,206.603989,1494.169922,,19812,51Mu  Per,
594,6.039722,9.647276,47.505901,4.12,Am...,0.17,-0.487031,46.83194,7.961214,44.218094,,28614,61Mu  Ori,
599,5.399119,-7.808065,48.2393,4.13,G8III,0.943,7.487188,47.201778,-6.553529,45.164791,,25247,29    Ori,
600,6.482719,20.212133,166.944901,4.13,B6III,-0.115,-19.745914,155.415375,57.67907,541.003418,,30883,18Nu  Gem,
605,3.514549,12.936678,104.931801,4.14,K0II-III...,1.112,61.947655,81.371658,23.491537,211.836121,,16369,5    Tau,
606,3.772104,23.948359,116.550102,4.14,B6IV,-0.051,58.663929,88.906235,47.309231,261.336456,,17608,23    Tau,
607,8.627602,5.703782,49.1642,4.14,A1Vnn,0.003,-31.060831,37.795208,4.886214,46.472923,,42313,4Del Hya,
613,7.197739,-0.492764,117.785599,4.15,A2V,-0.005,-36.330132,112.038269,-1.012987,264.240875,,34769,22Del Mon,
616,6.068671,23.263342,47.551102,4.16,G7III,0.835,-0.785331,43.678265,18.780748,42.697258,,28734,1    Gem,
617,7.485195,31.78455,18.0473,4.16,F0V...,0.32,-5.815731,14.195743,9.506008,6.148936,,36366,62Rho Gem,Gl 274A
619,0.549997,62.931782,100000,4.17,B1Ia,0.13,45034.19141,6529.619141,89046.53906,187068208,,2599,15Kap Cas,
620,3.824237,-36.200249,64.350098,4.17,G8III,0.927,28.005041,43.728901,-38.005772,77.48185,,17874,,
629,5.51307,5.948139,92.850502,4.2,B5V,-0.143,11.740832,91.60141,9.621952,156.891708,,25813,32    Ori,
630,7.94765,-22.880119,160,4.2,F7/F8II,0.718,-71.949181,128.660126,-62.208733,466.015106,,38835,11    Pup,
631,10.464727,36.707211,47.192101,4.2,G8III-IV,0.908,-34.818821,14.800637,28.207979,40.513523,,51233,31Bet LMi,
635,3.484482,59.940331,595.238098,4.21,B9Ia,0.419,182.46521,235.803467,515.18103,6385.574707,,16228,,
636,4.422822,22.293875,47.192101,4.21,A7IV-V,0.136,17.521421,39.99522,17.9028,40.142094,,20635,65Kap1Tau,
640,2.843063,38.318645,37.0233,4.22,F2III,0.343,21.366064,19.678841,22.955795,24.479357,,13254,16    Per,
641,3.780804,-23.249723,17.627399,4.22,F3/F5V,0.434,8.889125,13.538595,-6.958253,5.551368,,17651,27Tau6Eri,Gl 155
642,7.888378,-48.102936,507.614197,4.22,B0.5Ib,-0.13,-160.84111,298.394135,-377.840729,4604.685547,,38518,,
652,0.334142,-64.874794,8.5866,4.23,F9V,0.576,3.631914,0.318885,-7.774227,1.304968,,1599,Zet Tuc,Gl 17
653,7.721867,28.883511,38.343601,4.23,K1III SB,1.118,-14.627301,30.220289,18.521324,26.013573,,37629,75Sig Gem,
662,1.145613,86.257088,85.910698,4.24,K2II-III,1.213,5.357793,1.65718,85.727531,129.419586,,5372,,
663,2.449755,-47.703838,155.763199,4.24,B5IV,-0.136,83.993858,62.712837,-115.214516,425.402466,,11407,Kap Eri,
664,2.735375,-13.858696,120.481903,4.24,B7IV,-0.122,88.240921,76.789505,-28.858845,254.683029,,12770,89Pi  Cet,
670,1.262704,-68.875931,20.955601,4.25,F6IV,0.48,7.143194,2.45156,-19.547464,7.634841,,5896,Kap Tuc,Gl 55.3A
671,4.109735,50.351261,129.366104,4.25,A0IVn,-0.011,39.202477,72.642845,99.608154,290.803741,,19167,47Lam Per,
672,4.594239,10.16079,47.8927,4.25,A5m,0.184,16.960482,43.985165,8.448853,39.847401,,21402,88    Tau,
673,4.611508,41.264809,244.498795,4.25,G8II comp,1.171,65.34446,171.773209,161.25679,1038.484497,,21476,58    Per,
674,5.15244,-8.754081,248.756195,4.25,B2IVn,-0.187,54.107143,239.830688,-37.85915,1075.474243,,23972,69Lam Eri,
675,8.380588,43.188129,117.233299,4.25,K5III,1.55,-49.889523,69.406143,80.234154,238.781128,,41075,31    Lyn,
679,1.158368,47.241791,219.780197,4.26,B7III,0.012,142.401306,44.559067,161.368164,831.763794,,5434,42Phi And,
680,1.756564,9.157736,85.689796,4.26,K0III,0.942,75.808975,37.546944,13.637807,126.473633,,8198,110Omi Psc,
681,3.331944,-43.069782,6.0434,4.26,G8V,0.711,2.839238,3.381499,-4.127499,0.628637,82 G. Eri,15510,,Gl 139
682,3.563132,-21.632883,89.928101,4.26,B9V,-0.106,49.785854,67.15168,-33.152767,139.187424,,16611,19Tau5Eri,
683,4.267097,-51.486649,20.4625,4.26,F4III,0.312,5.584439,11.453148,-16.011328,7.211075,,19893,Gam Dor,Gl 167.1
684,4.900836,66.342674,100000,4.26,O9.5Ia SB:,-0.008,11388.13379,38476.63281,91596.17188,172186864,,22783,9Alp Cam,
685,8.974784,11.857701,57.736698,4.26,A5m,0.141,-39.690102,40.217628,11.863811,57.385212,,44066,65Alp Cnc,
689,1.049058,7.890135,55.741402,4.27,K0III,0.952,53.14447,14.974142,7.651854,53.015152,,4906,71Eps Psc,
690,2.749039,10.114146,25.773199,4.27,F1III-IV,0.311,19.080599,16.724751,4.526074,11.334438,,12828,87Mu  Cet,Wo 9099
691,4.258905,8.892357,139.664795,4.27,B3IV,-0.054,60.741081,123.898048,21.589212,332.659546,,19860,49Mu  Tau,
692,4.635961,12.510838,47.081001,4.27,A6V,0.122,16.067112,43.063759,10.198975,37.809418,,21589,90    Tau,
693,4.704084,22.956926,122.100098,4.27,B3V,-0.112,37.416473,106.020958,47.623852,254.448563,,21881,94Tau Tau,
699,4.438461,22.813583,47.147598,4.28,A8Vn,0.263,17.275942,39.878288,18.280853,37.566437,,20711,69Ups Tau,
700,9.618151,81.326385,304.877991,4.28,K3III,1.488,-37.324322,26.847883,301.391205,1571.809814,,47193,,
701,10.45253,-31.06778,112.233398,4.28,K4III,1.429,-88.352577,37.890015,-57.918293,213.01001,,51172,Alp Ant,
707,3.614551,0.401662,13.9626,4.29,F9V,0.575,8.163865,11.327087,0.097883,3.265878,,16852,10    Tau,Gl 147
708,5.326257,-13.176788,261.096588,4.29,B0.5IV,-0.235,44.609016,250.27803,-59.518692,1141.826172,,24845,6Lam Lep,
709,10.655112,-55.603268,257.731995,4.29,G2II,1.025,-136.666107,50.211212,-212.666611,1112.756104,,52154,,
710,11.881813,-33.908123,94.966797,4.29,Ap Si,-0.1,-78.778366,2.438319,-52.978439,151.077576,,57936,Bet Hya,
716,0.976766,-29.357449,238.0952,4.3,B7IIIp,-0.154,200.770599,52.48959,-116.727791,941.022461,,4577,Alp Scl,
717,2.469317,8.460054,59.2066,4.3,B9III,-0.053,46.745586,35.276211,8.71048,58.183521,,11484,73Xi 2Cet,
718,3.75347,24.467278,125.470497,4.3,B6V,-0.11,63.361504,95.013969,51.966576,261.336456,,17531,19    Tau,
719,3.809963,-37.620155,50.735699,4.3,A+...,-0.038,21.799173,33.760303,-30.970367,42.736603,,17797,,
720,4.424828,17.92791,45.5373,4.3,A2IV,0.049,17.36483,39.69445,14.017394,34.41914,,20648,68Del3Tau,
721,5.998917,45.936737,230.414703,4.3,M3IIvar,1.701,0.045456,160.242416,165.569641,881.454712,,28404,35Pi  Aur,
722,8.72041,3.398662,179.856094,4.3,B3V...,-0.192,-117.329666,135.898254,10.66243,537.031799,,42799,7Eta Hya,
723,10.92689,24.749718,87.950699,4.3,A1,0.016,-76.740685,22.145239,36.821041,128.351227,,53417,54    Leo,
724,11.615814,-0.823749,55.6483,4.3,G9III,0.983,-55.361347,5.587078,-0.800036,51.380699,,56647,91Ups Leo,
725,11.828077,-63.788479,182.481796,4.3,B3V,-0.149,-80.518188,3.626595,-163.717346,552.586182,,57669,,
729,8.676953,-59.761002,442.477905,4.31,B1.5III,-0.117,-143.695023,170.315598,-382.271027,3218.103516,,42568,,
734,3.608159,48.192635,178.8909,4.32,B5Ve,-0.058,69.889297,96.627831,133.343536,521.434814,,16826,37Psi Per,
735,4.674031,-19.671494,112.9944,4.32,M3/M4III,1.599,36.197964,100.052856,-38.036842,207.969666,,21763,54    Eri,
736,5.536875,18.594234,549.4505,4.32,M2Ib,2.06,62.98653,516.946533,175.200012,4920.395508,,25945,119    Tau,
737,6.256304,29.498075,54.259399,4.32,G8IIIvar,1.021,-3.166482,47.119755,26.71711,47.951256,,29696,44Kap Aur,
738,8.772927,-13.54772,75.1315,4.32,G8III,0.9,-48.487965,54.625008,-17.599924,91.96022,,43067,12    Hya,
739,9.528675,22.967972,100.908203,4.32,K5IIIvar,1.541,-74.131966,56.004333,39.376137,165.958694,,46750,4Lam Leo,
745,7.469387,8.92553,97.560997,4.33,K3III SB,1.425,-36.168236,89.336273,15.136711,153.603104,,36284,4Gam CMi,
751,11.303118,31.528784,10.4167,4.33,G0 Ve,0.59,-8.73089,1.610966,5.446747,1.752266,,55203,53Xi  UMa,Gl 423A
752,0.61468,33.719345,183.486206,4.34,B5V,-0.123,150.645935,24.453844,101.857872,538.5177,,2912,29Pi  And,
753,0.642602,29.31175,50.226002,4.34,G5III...,0.871,43.176579,7.332959,24.588339,40.36454,,3031,30Eps And,
754,1.185017,55.149902,40.950001,4.34,A7Vvar,0.17,22.283014,7.143859,33.605679,26.81637,,5542,33The Cas,
755,5.746223,-65.735527,45.871601,4.34,A7V,0.217,1.251539,18.809294,-41.819199,33.666656,,27100,Del Dor,
756,6.530935,-23.418423,423.72879,4.34,B1III,-0.245,-53.872246,385.075043,-168.408112,2870.780518,,31125,4Xi 1CMa,
757,8.344115,-77.484474,47.618999,4.34,K0III-IV,1.161,-5.942562,8.436434,-46.487637,36.27438,,40888,The Cha,
758,9.270024,-57.541473,149.700607,4.34,M1III,1.602,-60.68161,52.656261,-126.314354,358.426422,,45496,,
759,9.613772,-49.355026,32.320599,4.34,A5V,0.173,-17.076536,12.31308,-24.523729,16.703213,,47175,,
767,3.193822,19.726677,52.029099,4.35,K2IIIvar,1.033,32.830086,36.343155,17.561644,42.894341,,14838,57Del Ari,
768,4.843534,8.900176,68.823097,4.35,A1Vn,0.01,20.273136,64.902008,10.64789,75.093094,,22509,2Pi 2Ori,
769,6.58294,-52.975609,418.410004,4.35,B9III,-0.021,-38.301434,249.019455,-334.050018,2774.597656,,31407,,
770,6.954612,58.42276,54.674702,4.35,G5III-IV,0.85,-7.080952,27.740854,46.579361,47.380539,,33449,15    Lyn,
771,8.132173,-68.617065,172.413803,4.35,B6IV,-0.113,-33.295483,53.320206,-160.545685,471.194275,,39794,Eps Vol,
772,8.807214,5.837812,108.577599,4.35,A0Vn,-0.044,-72.427475,80.133987,11.043767,186.895996,,43234,13Rho Hya,
779,0.525725,-62.958218,41.407902,4.36,B9V,-0.064,18.647711,2.582977,-36.881104,26.915348,,2484,Bet1Tuc,
780,0.722567,-57.463058,75.528702,4.36,A0IV,0.024,39.897949,7.638724,-63.674095,89.61898,,3405,Eta Phe,
781,2.216665,8.846717,117.508797,4.36,G8II:,0.878,97.101875,63.662731,18.071856,216.770416,,10324,65Xi 1Cet,
782,3.509579,47.995216,110.253601,4.36,K3III,1.367,44.768093,58.646851,81.928337,190.8974,,16335,35Sig Per,
783,4.078253,22.081926,57.372299,4.36,K0III,1.064,25.633221,46.576221,21.568111,51.713032,,19038,37    Tau,
784,4.881575,-5.452695,72.046097,4.36,A9IV,0.257,20.701059,68.667534,-6.846096,81.507957,,22701,61Ome Eri,
785,5.220522,-12.941291,223.214294,4.36,B7V,-0.094,44.086239,213.030884,-49.989445,782.708435,,24327,4Kap Lep,
786,5.958947,-35.283279,266.666687,4.36,B2.5IV,-0.165,2.339512,217.669281,-154.031998,1116.863281,,28199,Gam Col,
787,6.935618,-17.054241,769.230774,4.36,B3Ib/II,-0.063,-178.337616,713.454956,-225.597733,9289.664063,,33347,20Iot CMa,
788,8.143236,-2.983786,324.675293,4.36,G2Ib,0.97,-172.530823,274.520874,-16.900452,1655.007568,,39863,29Zet Mon,
791,0.032672,-6.014072,132.450302,4.37,M3III,1.631,131.7164,1.126662,-13.877167,272.897766,,154,30    Psc,
792,6.275871,-35.140518,55.959702,4.37,G8II,0.978,-3.302105,45.641525,-32.209614,48.707966,,29807,Kap Col,
793,7.311802,-24.954374,917.431213,4.37,O9Ib,-0.132,-280.076385,783.212341,-387.061096,13097.84961,,35415,30Tau CMa,
794,11.002572,-42.225861,60.168499,4.37,A3IV,0.116,-43.044415,11.502641,-40.436501,56.337814,,53773,,
801,1.894102,-46.30267,104.8218,4.39,M4III SB,1.597,63.693783,34.455513,-75.786102,167.803101,,8837,Psi Phe,
802,3.825357,65.52597,243.902405,4.39,M1III,1.87,54.468784,85.106117,221.987534,908.657043,,17884,,
803,5.580344,9.489579,333.333313,4.39,B0IV...,-0.157,36.048183,326.789886,54.956116,1696.680176,,26176,37Phi1Ori,
804,5.906386,20.276175,8.6633,4.39,G0V,0.594,0.199145,8.12391,3.002187,1.146041,,27913,54Chi1Ori,Gl 222A
805,6.396135,4.592865,37.4953,4.39,A5IV,0.215,-3.86914,37.174221,3.002439,21.478304,,30419,8Eps Mon,
806,8.03776,2.334571,77.881599,4.39,K2III,1.252,-39.573097,67.004089,3.172507,92.640312,,39311,,
807,10.131742,9.997508,90.579697,4.39,K4III,1.448,-78.74556,41.911854,15.725184,125.314117,,49637,31    Leo,
814,0.953445,23.417648,70.422501,4.4,G8III-IV,0.94,62.619148,15.963361,27.988016,75.093094,,4463,38Eta And,
815,7.801436,-25.937168,434.782593,4.4,B1IV:nne,-0.07,-177.636169,348.306915,-190.167557,2860.223633,,38070,Omi Pup,
